product_url,title,price
https://www.amazon.es/Apple-MPUR3ZD-A-iPhone-128GB/dp/B0BNLXTK3P,"Apple iPhone 14, 128GB - Azul (Reacondicionado)","349,00€"
https://www.amazon.es/dp/B08M3L8BFT,"MINIX 66W Turbo 3-Port GAN Wall Charger 2 x USB-C Fast Charging Adapter, 1 x USB-A Quick Charge 3.0, Compatible with MacBook Pro Air, iPad Pro, iPhone 11 Pro,MAX XR XS X SE2 and More (Neo P1)","33,02€"
https://www.amazon.es/dp/B0FFFWS9QW,"VENTION Cargador Rápido USB C 65W con Enchufes UK/US/EU, Adaptador de Viaje Internacional de 3 Puertos Ultra Delgado, Cargador GAN Compatible con MacBook, Portátil, iPhone 17/16/15/14, Galaxy S25","39,99€"
https://www.amazon.es/Nutrition-Standard-Prote%C3%ADna-Chocolate-Servicios/dp/B002DYIZH6,"Optimum Nutrition Gold Standard 100% Whey, Proteína en Polvo para Recuperacíon y Desarrollo Muscular con Glutamina Natural y Aminoácidos BCAA, Sabor Double Rich Chocolate, 29 Dosis, 899 g","34,99€"
